detail_id,invoice_id,batch_id,quantity,unit_price
89,28,785,9,52.191468037396874
90,28,1230,8,175.4930998013978
91,29,361,2,169.4042119553357
92,29,1885,1,115.53022453263421
93,30,1538,4,74.92745481481626
94,30,1859,10,21.689976451804593
95,30,1984,3,127.52131441303176
96,30,105,10,74.35984355932155
97,30,1305,1,99.2595334921232
98,31,627,2,46.009169863388514
99,31,704,4,64.75321010708853
100,31,925,4,54.205014843464454
101,31,1755,5,49.96248721741934
102,32,947,3,64.57360914626092
103,32,665,2,28.37275177447955
104,32,764,5,94.77668120478111
105,32,1601,5,49.6979585756274
106,33,1942,4,112.7493544424982
107,33,473,7,94.48912451441049
108,33,1070,4,117.93686222889097
109,33,1267,9,143.1589603809466
110,33,483,2,48.76437272860425
111,34,1290,1,59.66789120940647
112,34,1731,6,92.64799382126262
113,35,1765,8,17.97498428668488
114,36,622,4,135.20165050289486
115,37,799,10,38.56367922861284
116,37,619,2,123.1937674434024
117,37,1524,10,141.1501274398475
118,38,11,1,166.19932165356906
119,38,303,2,110.80989201099457
120,38,569,7,55.05172259879181
121,39,1603,7,170.41641140899858
122,39,162,3,47.19756009772576
123,39,160,10,39.96228629774999
124,39,160,5,36.26497814514017
125,40,497,8,15.404781180479066
126,40,227,6,94.43680232610103
127,40,851,8,85.05100696907843
128,40,925,1,57.641705342702544
129,41,1861,2,74.31923908477998
130,41,312,9,94.42155921888877
131,41,612,2,155.7867302385106
132,41,154,8,43.601388088298826
133,42,1896,7,168.90438493911336
134,42,73,1,6.987133822842379
135,42,611,4,32.131271560141684
136,42,1310,3,84.13762255877596
137,42,508,1,22.434101146728324
138,43,1004,2,56.98608984037892
139,43,1389,1,86.07838515912017
140,44,142,2,92.31552431011221
141,45,751,1,58.37317139806878
142,46,116,6,194.68831231519857
143,46,557,7,142.12444491739075
144,46,1115,5,87.78419032976703
145,47,1617,6,49.44900150025413
146,47,1134,7,139.22403366135515
147,47,1458,3,134.61725194712264
148,47,81,4,126.48512252095546
149,48,1148,5,23.502360728686195
150,48,601,5,45.10456970798026
151,48,1890,9,94.94300050010085
152,48,851,10,105.90603178903999
153,49,565,9,50.93491753152865
154,49,1872,9,54.169592327318334
155,49,1778,7,68.05094858013379
156,49,440,2,49.39911573636891
157,49,784,2,97.20707297298944
158,50,1337,5,117.16374441026703
159,50,1850,10,111.1949175128627
160,50,636,9,112.7407325566344
161,50,525,3,91.05871747545864
162,50,1434,4,62.64904187805093
163,51,1310,7,69.98992039916659
164,51,1186,9,147.52720379832553
165,51,1291,6,68.75518725267818
166,51,1348,9,138.07233644973704
167,52,692,3,54.30954555242581
168,52,1227,4,28.3726668687406
169,53,241,1,81.77786537345294
170,53,1188,6,126.04844419290347
171,53,970,4,13.309885712941464
172,54,520,7,103.84054457299946
173,54,1534,1,11.310936940489158
174,54,744,1,35.856331555280825
175,55,1215,5,104.2417170565334
176,55,119,7,74.42859836443948
177,56,964,3,167.36140187255512
178,56,130,5,103.18686223585676
179,56,1469,9,132.68558692122298
180,56,506,6,90.7346458187738
181,57,246,3,145.30888815477368
182,57,1759,6,50.730161403001034
183,57,1256,9,40.35865027880589
184,57,1983,7,81.24113475523586
185,58,333,3,126.41693916927403
186,58,676,8,71.97275470415998
187,58,1278,3,69.60354380611318
188,58,305,6,85.03940970956862
189,59,89,2,103.15790242302563
190,59,1341,10,58.206975197841075
191,59,1527,7,178.94565293159758
192,59,1674,3,57.47561894644702
193,59,457,6,3.2145128008113435
194,60,1608,10,89.9451596300045
195,60,803,2,71.20092270169553
196,60,1860,10,67.78639817231902
197,61,1667,6,4.9902133322311055
198,61,1949,2,110.77057030018743
199,61,1244,2,141.09913741881707
200,61,1157,10,52.7138608794343
201,62,957,2,149.60928417424327
202,62,1157,8,57.91374529752628
203,63,150,2,99.66161315863069
204,64,553,6,84.14638083487117
205,64,340,2,81.29802874133514
206,64,1693,2,72.37850571228579
207,65,1998,2,59.143895547796006
208,65,1092,3,8.32583630762225
209,65,1728,7,57.69357872164355
210,65,1705,3,97.83335092016328
211,65,1245,4,57.26969559000892
212,66,1671,2,133.3718506658521
213,66,1129,6,103.05214794027917
214,66,1763,6,118.03412010416899
215,66,1298,6,92.895586665395
216,67,685,6,16.77704490887567
217,67,883,4,123.08118991052784
218,68,831,10,98.03129782861168
219,68,1643,3,48.86367544654665
220,68,906,10,88.49194541390574
221,69,758,6,83.928881786063
222,70,581,4,121.22045302678653
223,70,1765,1,18.744390897823862
224,70,249,9,91.60667060909144
225,71,1423,2,138.19263274201103
226,71,1945,5,136.81045628736555
227,71,1810,5,65.21840823635348
228,72,310,8,93.76691245879853
229,72,208,5,78.05155589960297
230,72,1636,3,127.93274309309744
231,72,163,9,173.1371504645187
232,72,888,7,18.409533037061767
233,73,406,2,117.52372483561297
234,73,672,6,167.2062283929616
235,73,1962,4,81.86718654349528
236,73,458,7,125.57254418362729
237,74,1275,6,12.295474725115321
238,75,516,4,83.7690565001731
239,75,611,5,25.97256338929237
240,75,1180,7,28.719073565545425
241,76,1598,10,38.3240425998074
242,76,39,8,7.94233658612771
243,77,1049,1,7.363599239632186
244,77,1270,4,149.688326878819
245,77,203,9,128.3114796446031
246,77,507,2,25.798483045202975
247,78,696,5,71.40032052656947
248,78,1169,5,50.70134977389625
249,78,729,7,35.3473863257911
250,79,1080,9,46.29921671289648
251,79,1102,1,22.373794490009917
252,79,1514,3,107.05807753736627
253,80,797,2,162.44625514741915
254,80,1888,4,29.325172831674962
255,81,1892,4,73.66370926269298
256,81,1510,6,23.10772134833788
257,82,990,1,63.58556447448534
258,82,867,4,27.941861142584536
259,82,756,10,70.32707469228001
260,82,1480,6,168.00964723609624
261,82,649,6,10.212904436449422
262,83,245,1,85.25434534401467
263,83,650,5,126.80588337329448
264,83,163,4,143.18289391087959
265,84,697,7,103.83427554021853
266,84,1920,4,164.13330664613395
267,85,1777,8,90.3907240429652
268,85,1897,7,21.702078660154918
269,85,1750,10,125.7881553504064
270,86,1632,1,164.3786463399205
271,86,1959,3,51.91835966935731
272,87,12,3,114.86704951224097
273,88,1582,10,105.61726390867139
274,88,1911,1,123.64238957858075
275,89,819,8,102.01987711224544
276,89,1185,10,96.45598341208891
277,89,646,5,72.34468181520438
278,89,695,6,116.7490203761478
279,90,1985,4,34.00510515390353
280,91,1081,4,55.71191796875951
281,91,1638,4,24.40427298592797
282,91,1761,6,88.71364094303627
283,91,1330,3,84.01108865849604
284,92,268,8,58.99052937400719
285,92,114,1,33.43331312763309
286,92,440,9,46.28068250337673
287,93,1902,6,78.77203758922748
288,93,92,8,116.90790207272319
289,93,1596,8,50.395610830406135
290,94,1419,2,61.15629993939845
291,94,437,3,62.4528280736026
292,94,79,6,81.22302779554146
293,94,1886,5,160.6194839279686
294,95,260,10,68.53918922852566
295,96,236,8,87.594163275137
296,96,520,2,103.64323355486314
297,96,1157,2,36.816861734820584
298,96,1354,9,18.36767271337493
299,96,1502,6,104.88435453305577
300,97,433,1,50.08758039303526
301,97,94,8,114.6905783617246
302,97,1314,8,89.49183847469607
303,97,1839,1,140.3323573286753
304,98,1747,10,126.72716783534881
305,98,967,8,116.8815333015121
306,98,78,3,45.80503694624182
307,99,1485,2,124.15983738710348
308,99,1204,7,69.05309252508088
309,99,11,1,173.74726372565664
310,99,19,6,64.5187227746452
311,99,1271,6,119.99608685639079
312,100,702,2,147.41332609410253
313,100,1073,8,94.58142967108951
314,100,235,9,122.47709623849474
315,101,756,9,70.10774866497962
316,101,1295,7,149.8047795356488
317,101,1417,9,5.180671080638029
318,101,992,1,44.65454451364061
319,102,657,10,74.54110857206034
320,102,1451,7,63.62753870148036
321,102,1311,4,13.393960731296524
322,102,1290,5,72.77722650124385
323,102,375,3,5.50602927497478
324,103,1504,4,99.69155891087954
325,103,302,9,14.677322811552255
326,104,457,4,2.342717376928372
327,104,1688,1,103.02469287242997
328,105,366,2,138.69331360129075
329,105,1026,10,29.50436567462867
330,105,1790,4,29.36257836551033
331,105,330,1,119.23609667552925
332,105,879,6,103.12022118140426
333,106,256,7,107.28426613539372
334,106,841,4,96.89695355644328
335,107,1449,5,63.91832580147746
336,107,166,6,62.80728233535279
337,107,83,8,108.95244046825006
338,108,1154,6,155.71638412922576
339,108,299,8,36.82009120907403
340,109,1552,3,97.49558673882544
341,109,1939,7,97.66645256112955
342,109,1056,2,169.3916931228608
343,110,1434,8,61.3473956024276
344,110,315,8,38.0395152873896
345,110,617,2,95.18759188331666
346,110,1795,10,98.84853528425809
347,110,1099,4,8.057816289182174
348,111,993,10,36.60277442275212
349,111,172,6,116.75564343450417
350,112,399,2,65.80545379512084
351,112,709,7,62.33218924328808
352,112,1266,1,13.767524816329464
353,113,677,3,26.343189774237416
354,113,764,9,119.30383072949266
355,114,254,5,22.319491898569964
356,115,315,6,22.008067844687933
357,115,1100,10,34.11181224425954
358,116,212,1,80.96113424323129
359,116,418,5,111.84047024617637
360,116,1874,8,87.30010119627134
361,116,1543,9,82.514918251644
362,116,177,2,85.07570364936784
363,117,1915,3,119.24646403503405
364,118,760,9,78.21999391922233
365,118,537,5,62.83435993462344
366,119,815,9,16.586047337659313
367,119,159,8,75.83196208681964
368,119,723,9,93.60659517855579
369,119,1220,7,25.1098603541803
370,120,955,8,110.07686861128163
371,120,365,7,194.86076045051342
372,121,1161,8,102.83394442852354
373,121,1293,6,90.86153422667974
374,121,1731,8,65.84779620913358
375,121,1238,8,120.13131202892002
376,122,1861,2,77.95373507758988
377,123,266,5,64.80683341870923
378,123,1415,7,75.63824538895784
379,123,1662,9,93.72033199911007
380,123,636,2,144.68067074533258
381,124,1900,9,63.21659934390744
382,124,264,6,91.23284580512156
383,124,1485,4,111.13557656175242
384,124,1278,7,88.29984463254787
385,125,1983,3,114.85299602405927
386,125,1070,8,117.21270576447647
387,125,1057,8,100.04470705667305
388,125,13,2,132.60798815362307
389,125,962,8,114.60749667429836
390,126,876,4,59.34676186635569
391,127,1056,8,111.08529834065922
392,127,173,9,70.75353560887288
393,128,595,8,101.46812541202011
394,128,667,5,181.96416572965327
395,129,1657,2,46.2829264341631
396,129,440,4,56.463007318345056
397,129,506,3,80.48811247072781
398,129,183,6,158.0785151950375
399,130,1305,9,89.20825786127874
400,130,1712,10,39.73122788482177
401,131,54,2,107.49641777375335
402,131,1985,1,40.32804941072502
403,131,1104,7,60.165209827304714
404,131,467,10,134.1910249595213
405,131,841,7,113.25414508188192
406,132,653,5,47.85370337168321
407,132,104,3,8.605402154028257
408,132,268,10,67.77905763531847
409,132,1808,9,11.348368822057347
410,133,1175,9,27.2878060364838
411,133,1427,4,128.36802414769784
412,133,924,7,137.09797683941486
413,133,1427,8,158.83363276058915
414,134,1399,4,144.3333076442858
415,134,1590,7,168.15201030107883
416,134,1980,9,113.36539012011382
417,134,1241,5,99.49553037165074
418,134,1614,9,7.099389517260714
419,135,181,10,26.941464162810654
420,135,735,10,53.27102689083803
421,135,1530,9,163.24369777771244
422,135,1037,6,76.15311946620461
423,136,487,4,166.92522346215068
424,136,1606,7,14.232476984780442
425,136,351,4,99.67629509884763
426,136,1314,7,70.1516660191446
427,136,892,8,60.550404957823005
428,137,1978,5,114.57830224079096
429,137,372,6,117.69258319928697
430,138,141,6,132.57755057628904
431,138,954,5,156.08587840684598
432,138,32,5,71.92283453194752
433,139,932,3,53.767614260832545
434,140,1165,2,98.85564626010427
435,140,1531,2,105.71700210033578
436,140,347,5,120.59836715304722
437,141,415,1,33.71813771958337
438,142,833,10,124.04247520297031
439,143,1703,7,126.0874960107803
440,144,1916,10,163.75593652664918
441,144,968,2,145.36572037932595
442,144,879,5,78.47672848808621
443,145,53,2,94.95135485923099
444,145,62,10,88.92108969313017
445,146,866,7,73.91443723862277
446,146,1730,10,48.302756694257326
447,146,967,8,125.27207881764896
448,146,1595,6,127.91764309046302
449,146,1253,9,25.34957932609728
450,147,872,8,67.02928763727134
451,147,805,6,132.24348386360438
452,148,506,9,94.3894598055166
453,148,1039,10,91.37942858112707
454,149,588,3,128.05678975914688
455,149,1204,10,83.52290574685385
456,149,708,5,104.50093716003019
457,149,1492,7,111.97086660426581
458,149,1602,7,28.62826331188429
459,150,451,5,39.85192356273215
460,150,1514,10,78.46909120756735
461,150,1468,8,44.94881922171874
462,150,570,9,41.04991639992832
463,150,73,9,7.7897447458851685
464,151,392,2,127.74208584727508
465,151,427,10,58.69277461120712
466,151,525,6,101.35802161075952
467,152,325,6,118.39859220442354
468,152,1753,10,143.69792519927682
469,152,1374,2,143.6506017716945
470,152,1717,8,61.427018598475655
471,153,1364,3,136.4319002316081
472,154,110,6,88.09678170930306
473,155,993,2,46.190092267925344
474,156,1919,3,14.865949592683375
475,157,615,4,122.50934551551954
476,157,111,10,95.83227150979751
477,158,343,6,147.86242639498212
478,158,236,6,74.73667186892175
479,159,822,8,40.523667165494366
480,160,1517,7,75.34740626778925
481,160,1110,3,21.701146874556052
482,160,1045,10,90.34419478999642
483,160,56,6,101.63617638282216
484,161,388,10,99.59707988010472
485,162,1890,2,118.50636355079979
486,162,1851,4,31.377663929997947
487,162,139,7,115.93474202487131
488,162,1696,3,45.376277024064585
489,163,1300,9,48.11892544934091
490,164,1570,4,43.75249529525906
491,164,623,4,149.5779218322009
492,164,935,3,79.59055814196424
493,165,811,2,103.5705491568186
494,166,90,5,49.93402043757137
495,166,105,9,85.9772689761184
496,166,1178,1,137.34283185011944
497,166,479,5,74.22841918148869
498,166,1215,3,134.07427002712663
499,167,193,10,40.83858449126158
500,167,377,3,132.5037136074938
501,167,644,5,196.72620138574575
502,168,1288,3,104.89637582397665
503,169,1508,9,22.859492644937248
504,169,1284,8,74.98875025558225
505,169,1247,1,99.16894714671197
506,169,1478,5,19.514418426567136
507,170,1898,2,53.58768120704979
508,171,1542,5,29.285431454694717
509,172,315,10,22.143837841936172
510,173,1595,9,115.89734226463545
511,174,729,2,30.83838384169454
512,175,99,5,24.9160086520788
513,175,846,7,93.41023114984448
514,175,1280,9,127.53763577067542
515,175,986,4,82.04369089740543
516,176,1433,4,3.3538630681116954
517,176,1421,5,4.8802284626678984
518,177,594,10,84.38078080071777
519,177,117,4,105.43761278105296
520,177,583,8,151.08160566161496
521,178,1161,4,103.63742101587901
522,178,1651,10,138.54085762379
523,179,743,3,60.53296664572908
524,179,1846,1,11.67478244542444
525,179,980,2,15.951186668892358
526,179,602,3,118.38545712610515
527,179,1888,7,33.7343563064013
528,180,835,9,89.91525108469065
529,180,816,1,69.58314992984326
530,180,1793,8,154.53217021741324
531,180,587,5,76.72761001592889
532,181,1409,9,25.315092059674004
533,181,1436,5,102.64918725857301
534,181,1651,9,131.11417841296125
535,181,1120,1,66.61078358694323
536,181,1266,6,10.425458628688125
537,182,1794,1,124.09902799514819
538,182,1606,2,9.668639942634545
539,182,1067,4,95.68768888083915
540,182,1413,10,23.546999298294704
541,183,1226,10,52.079567068476585
542,183,28,5,113.0268546803437
543,183,112,7,60.928686014979874
544,184,90,8,47.016261021346956
545,184,497,7,16.632151710032343
546,184,769,6,50.78607349692415
547,185,1566,8,181.4050425782263
548,185,701,6,16.817495034587527
549,186,1573,8,42.5500436815644
550,186,46,6,124.07945580184335
551,186,1418,2,126.53653556458899
552,187,814,3,2.9473886570639563
553,188,1044,2,106.03036139604018
554,188,611,10,29.71608766170688
555,188,1268,7,125.83568890121526
556,189,895,5,140.95876340798304
557,189,1905,10,105.5956601915756
558,190,1232,4,38.45262061983925
559,190,555,8,112.79647675723493
560,190,1389,1,66.27710596514329
561,190,368,9,55.698023331906924
562,191,1189,9,60.573839338712446
563,191,1437,2,108.99014859285015
564,191,1074,5,86.39762307902083
565,191,349,6,2.106294100315826
566,191,491,1,36.1548251526086
567,192,1157,6,45.2650056216735
568,193,351,7,81.00447043626936
569,194,41,2,51.303657769076594
570,194,1775,10,109.61740720642365
571,195,550,5,80.73204810256618
572,196,349,6,2.1492786942948157
573,196,705,9,123.54455123910445
574,196,1749,6,129.02019798843438
575,196,383,5,52.28053190842122
576,197,1824,2,136.869789730574
577,198,217,7,105.96041376867258
578,198,1911,4,146.16920823101444
579,198,978,4,108.01220752422577
580,198,927,2,109.14187807041093
581,199,974,5,145.52622168392492
582,199,1850,6,165.40096932442518
583,199,225,7,127.60765332391308
584,200,1366,8,103.76921911667212
585,200,1171,8,22.27895574869093
586,200,1637,5,66.92364719780082
587,200,919,7,96.23207325648282
588,200,1064,5,32.23610259315894
589,201,1154,10,133.96906855415503
590,201,1248,8,150.27712604817734
591,201,1712,4,47.72897587279397
592,201,1384,4,138.38276595063192
593,201,1060,5,173.76728446705954
594,202,95,1,9.491399011637375
595,202,338,1,82.42393921216627
596,203,1605,1,139.2009131677495
597,204,1716,5,109.37917405819977
598,204,213,9,12.971837162643222
599,204,9,4,89.00258970946062
600,204,983,7,4.8066062367309055
601,204,1435,4,21.355200012741864
602,205,180,4,102.79428485731148
603,205,933,7,64.2524271340211
604,206,426,9,72.4781448885587
605,206,665,7,26.552572097146896
606,206,1759,7,36.1975766178981
607,207,392,6,118.12133776342515
608,208,933,8,66.92121170399696
609,208,193,4,55.52410889907836
610,209,160,2,39.468416416390376
611,209,1642,7,25.560543275628305
612,210,69,2,120.22841578139092
613,210,836,2,121.02158873970953
614,210,1211,7,4.429587231257968
615,210,354,4,48.935597235101774
616,211,612,5,138.68308405715166
617,211,1378,8,29.56174432425819
618,211,180,8,147.12939268532963
619,211,1386,8,115.60463030229802
620,211,1077,3,89.42202067101248
621,212,563,7,83.4227278074126
622,213,1964,8,53.64047941459238
623,213,1226,10,52.216054259302524
624,213,1869,5,3.9843242414799462
625,213,1735,10,157.4334090155801
626,214,1453,6,104.16737095933333
627,214,275,1,21.48313559079922
628,214,761,1,90.39480775221881
629,215,1876,9,71.50464338991613
630,215,1546,5,62.41267757353975
631,215,638,7,148.91551614826125
632,215,1101,10,46.90409042400906
633,216,575,5,17.838279218098833
634,216,1179,2,30.247784546886052
635,217,1423,3,144.1758290258411
636,217,1898,2,37.58703175395439
637,218,1368,5,115.7387168597274
638,218,1461,6,5.302882630415694
639,218,1957,7,10.879745618418363
640,219,399,8,55.995665044083964
641,219,266,6,87.15735654648384
642,219,1287,2,9.825416843418807
643,219,591,9,75.22031265873859
644,219,1011,7,32.94329093684165
645,220,1368,3,125.3975832677065
646,221,880,4,34.45316976664347
647,221,1792,6,24.39141708396618
648,221,150,5,102.1788435449674
649,221,417,4,60.510162919266726
650,221,865,8,15.893784079491718
651,222,460,4,165.36183859159624
652,222,276,10,71.68235254836274
653,222,1740,6,42.69356843289814
654,223,76,3,7.164527307012237
655,223,788,6,77.98971825061913
656,224,1943,4,74.73849828977737
657,224,895,2,129.11485883577805
658,224,1344,4,77.79562799543413
659,224,966,8,150.69952541642297
660,225,1406,7,36.56539573593398
661,225,1352,3,70.17059735919152
662,225,613,4,50.89929297245089
663,226,1775,6,156.3466617726498
664,227,1759,2,40.370760965973055
665,227,1148,2,18.365999735517942
666,227,948,9,76.7926114747584
667,227,750,4,82.58764804277716
668,228,1015,9,59.70243910651981
669,228,9,1,82.4305920253443
670,228,1791,9,50.624646555933566
671,229,27,7,89.49725519768633
672,229,1269,8,24.87497941014263
673,229,20,9,159.45449436594944
674,230,696,4,51.21145990494215
675,230,390,4,90.31365787019874
676,230,1030,9,89.04831513837256
677,230,275,10,23.715026841911246
678,231,1048,9,157.87333373290417
679,231,10,2,20.49216729784366
680,231,283,2,26.08155295308786
681,231,1536,5,165.42853652961855
682,231,406,4,94.50061746490512
683,232,753,6,34.61712395153729
684,233,947,2,53.86938172428918
685,234,1915,9,113.76006333082361
686,234,1796,4,87.62306291885066
687,234,585,9,114.68629619310171
688,235,232,9,129.52069416931553
689,235,1283,9,88.36938006409343
690,235,1430,7,18.251184821334256
691,235,8,7,58.27659181942404
692,235,293,10,34.46974084748977
693,236,1716,5,84.56029605634792
694,236,333,6,122.52189830127583
695,236,1771,10,50.26074117980335
696,237,845,8,124.73111273588925
697,237,118,2,70.93942811960036
698,237,1718,8,81.35687906284309
699,237,1933,4,91.76080867028867
700,237,1662,10,84.6794694690412
701,238,204,7,41.90299729055676
702,239,1108,5,30.252758950192142
703,239,1538,7,84.4965788040776
704,239,1729,7,75.88111890163839
705,239,1482,6,95.83259059332248
706,239,1374,7,151.64522222431376
707,240,1770,9,18.541542707119937
708,240,1008,10,25.30258181496513
709,240,1192,1,94.1826677781873
710,240,854,10,95.04663347615332
711,240,791,6,112.67298606290669
712,241,795,6,173.90191744371012
713,242,598,1,30.854955918819048
714,242,88,10,106.01041408344241
715,242,408,8,61.555200668962975
716,243,1018,8,125.13465945616562
717,243,809,2,152.13848349404432
718,243,1964,5,43.08299064900863
719,243,1779,10,140.83557970044828
720,244,1406,5,42.03675413769541
721,244,1165,8,94.57468616168966
722,244,1603,1,183.83999647813158
723,245,1203,3,34.295167582955195
724,245,1078,7,105.86275081964301
725,245,1982,1,48.939436811448616
726,245,982,10,139.41076877919278
727,246,596,6,83.35811457450794
728,247,1860,9,86.31400570185993
729,248,136,6,30.707925390770214
730,248,1072,5,48.17656927787378
731,248,438,5,3.3153906699189593
732,249,1943,3,53.72295188789147
733,249,739,5,41.91188632830312
734,249,1773,7,78.70343704561986
735,250,1600,2,80.79511157360157
736,251,464,6,53.237967105617805
737,252,605,10,31.580541873359838
738,252,235,6,105.66046310801998
739,252,1156,6,30.74743937405795
740,253,1071,6,126.04530316303831
741,254,1044,7,94.24965547567788
742,254,48,6,169.16834212016136
743,254,706,6,168.46407398485303
744,254,650,4,106.58275653148225
745,254,284,5,122.04167468065056
746,255,933,3,48.312563220526435
747,255,501,1,41.98868038118635
748,256,1396,6,40.00999111232758
749,256,1609,9,117.97519018540241
750,256,1861,8,99.71736468672708
751,256,45,8,41.96296178562935
752,257,27,2,93.48190021553792
753,257,228,5,57.553115822214735
754,258,1209,3,93.84812069103725
755,258,1809,1,178.18462080590245
756,258,539,6,61.52483882920321
757,259,1426,1,67.68561531448677
758,259,1167,4,82.87050093348208
759,259,30,2,73.83648143033935
760,260,940,4,142.57531099041142
761,260,1176,10,36.65072618887899
762,261,1703,6,114.5172119814433
763,261,1271,9,128.11240429156447
764,261,189,6,171.98414169339026
765,261,1552,6,90.74624050129563
766,262,1365,2,61.31338044928504
767,262,684,2,99.34753537512553
768,262,821,10,22.154601382074848
769,263,1422,6,20.125954385972914
770,264,1080,2,46.65865694552216
771,265,1815,2,62.491632813932064
772,265,1135,7,16.289168516882633
773,265,1641,4,13.032142387131152
774,265,209,8,48.39232159862337
775,265,707,3,54.6038294923882
776,266,975,1,56.034462782401114
777,266,1084,2,42.103904042625935
778,267,1163,9,126.6625444435233
779,267,1960,8,131.84610901865057
780,267,173,7,69.41316819174266
781,267,611,1,31.464060752833248
782,267,1643,9,74.80221203354088
783,268,890,6,67.4315523751463
784,269,401,5,104.51817888757371
785,270,940,6,109.32484326410092
786,271,1996,7,155.7979736451566
787,272,1247,5,97.32582568679707
788,272,20,9,111.40061613058744
789,272,1583,5,94.62532770351484
790,273,1703,9,114.88223925160347
791,273,286,1,51.00294940317903
792,273,330,9,116.25795873386926
793,273,909,4,97.32258692713057
794,274,1159,7,72.91989577845357
795,274,1572,10,33.83179277407061
796,274,646,10,72.37734159160003
797,275,261,10,31.054503219379495
798,275,946,9,101.69630844752189
799,275,727,1,31.721639982694217
800,276,1951,2,38.741972833463606
801,276,375,1,5.9561100211057045
802,276,627,7,44.70475023742227
803,276,626,1,67.25075376800423
804,276,1747,2,110.24750618719071
805,277,925,10,73.10342972652347
806,277,397,7,181.63234622821244
807,277,1252,5,30.422851873021788
808,278,723,4,89.12892910384447
809,278,144,10,45.85386827908295
810,278,676,5,86.90151753019575
811,278,594,1,88.4435154045748
812,279,1027,7,7.393957048550455
813,279,1388,2,129.76589681842003
814,279,1528,1,51.000772274545746
815,280,1027,8,6.329320135769999
816,280,1619,1,139.931242958497
817,280,1443,6,90.69595864597179
818,280,590,9,38.982040455982954
819,281,527,4,122.40149365532754
820,281,1510,6,29.196914312695533
821,281,1950,5,156.68112671466557
822,282,1119,4,88.41924549998332
823,283,730,3,89.23717778998757
824,283,1817,8,72.11605948801642
825,284,531,6,174.3988489985247
826,284,1630,5,36.43395104620033
827,284,381,7,142.61563561193933
828,284,1678,4,149.3318421469237
829,284,359,8,97.21156663773723
830,285,713,2,61.68839391457163
831,286,291,1,127.98265197755197
832,286,239,5,25.699227176622422
833,286,1890,5,109.26141893607445
834,286,682,10,122.05935386336297
835,286,1574,1,104.00908261344742
836,287,971,8,117.89162073840198
837,287,1665,4,30.55127409795339
838,287,899,8,19.040275587772953
839,287,507,4,38.14922811565363
840,287,126,1,75.30886029092237
841,288,463,4,109.29022458102092
842,288,1330,8,118.29012600964617
843,288,667,7,108.5666352815175
844,289,1724,5,72.01524346682535
845,290,274,7,136.89628595745543
846,291,1966,10,117.95306136166953
